directory,gender,category,cloth_id,file_name,cloth_fabric,cloth_type,clothes_color,image_id,masking_number,first_type,cloth_type_id,old_type_id,type_id
img,WOMEN,Tees_Tanks,id_00000608,01_1_front.jpg,"knit, cotton","tee, jeans, joggers, bodice",Heather grey-cream,SE0000625,2,knit,2,2,2
img,WOMEN,Dresses,id_00000609,02_1_front.jpg,"knit, semi-sheer, modal","dress, maxi",Heather grey,SE0000626,5,knit,5,2,2
img,WOMEN,Cardigans,id_00000613,03_1_front.jpg,"knit, cotton, nylon, viscose, wool","jeans, cardigan, leggings",Charcoal-ivory,SE0000628,6,knit,6,2,2
img,WOMEN,Tees_Tanks,id_00000614,03_1_front.jpg,"knit, denim, leather, linen",tee,Heather grey-black,SE0000629,2,knit,2,2,2
img,WOMEN,Tees_Tanks,id_00000614,04_1_front.jpg,"knit, denim, leather, linen",tee,Oatmeal-black,SE0000630,2,knit,2,2,2
img,MEN,Tees_Tanks,id_00000615,01_1_front.jpg,"knit, cotton, viscose","top, tee, long-sleeved",Black,SE0000631,2,knit,2,2,2
img,MEN,Tees_Tanks,id_00000615,02_1_front.jpg,"knit, cotton, viscose","top, tee, long-sleeved",White,SE0000632,2,knit,2,2,2
img,WOMEN,Tees_Tanks,id_00000619,05_1_front.jpg,"knit, rayon","top, tee, long-sleeved",Cream,SE0000633,2,knit,2,2,2
img,WOMEN,Tees_Tanks,id_00000619,06_1_front.jpg,"knit, rayon","top, tee, long-sleeved",Black,SE0000634,2,knit,2,2,2
img,WOMEN,Tees_Tanks,id_00000619,07_1_front.jpg,"knit, rayon","top, tee, long-sleeved",Blush,SE0000635,2,knit,2,2,2
img,WOMEN,Tees_Tanks,id_00000619,08_1_front.jpg,"knit, rayon","top, tee, long-sleeved",Brick,SE0000636,2,knit,2,2,2
img,WOMEN,Tees_Tanks,id_00000619,09_1_front.jpg,"knit, rayon","top, tee, long-sleeved",Sage,SE0000637,2,knit,2,2,2
img,WOMEN,Tees_Tanks,id_00000620,01_1_front.jpg,"knit, rayon, nylon","top, sleeveless, skirt, jeans, crop, skirts",Black,SE0000638,2,knit,2,2,2
img,WOMEN,Dresses,id_00000636,02_1_front.jpg,"knit, rayon","top, dress, maxi",Taupe-black,SE0000650,5,knit,5,2,2
img,WOMEN,Dresses,id_00000636,03_1_front.jpg,"knit, rayon","top, dress, maxi",Teal-black,SE0000651,5,knit,5,2,2
img,WOMEN,Tees_Tanks,id_00000665,01_1_front.jpg,"knit, rayon, nylon","top, sleeveless, crop",Cream,SE0000674,2,knit,2,2,2
img,WOMEN,Tees_Tanks,id_00000665,02_1_front.jpg,"knit, rayon, nylon","top, sleeveless, crop",Black,SE0000675,2,knit,2,2,2
img,WOMEN,Blouses_Shirts,id_00000671,01_1_front.jpg,"knit, cotton, rayon, crochet, open-knit","top, dress, sleeveless, cami, jeans, maxi, blouse, boyfriend, dresses",Cream,SE0000679,2,knit,2,2,2
img,WOMEN,Tees_Tanks,id_00000676,01_1_front.jpg,"knit, cotton, nylon, crochet, mesh","top, sleeveless, cami, cutoffs",Cream-cream,SE0000685,2,knit,2,2,2
img,WOMEN,Tees_Tanks,id_00000676,02_1_front.jpg,"knit, cotton, nylon, crochet, mesh","top, sleeveless, cami, cutoffs",Peach-peach,SE0000686,2,knit,2,2,2
img,WOMEN,Blouses_Shirts,id_00000678,02_1_front.jpg,"knit, denim, nylon, lace",cutoffs,Navy,SE0000687,2,knit,2,2,2
img,WOMEN,Tees_Tanks,id_00000696,02_1_front.jpg,"knit, cotton, denim","shorts, skirt, skirts",Black-mustard,SE0000697,2,knit,2,2,2
img,WOMEN,Dresses,id_00000700,01_1_front.jpg,"knit, rayon, faux, stretch-knit","dress, long-sleeved, bodycon",Dark grey,SE0000701,5,knit,5,2,2
img,WOMEN,Dresses,id_00000700,02_1_front.jpg,"knit, rayon, faux, stretch-knit","dress, long-sleeved, bodycon",Black,SE0000702,5,knit,5,2,2
img,WOMEN,Dresses,id_00000700,03_1_front.jpg,"knit, rayon, faux, stretch-knit","dress, long-sleeved, bodycon",Wine,SE0000703,5,knit,5,2,2
img,WOMEN,Tees_Tanks,id_00000729,02_1_front.jpg,"knit, rayon",tank,Black-white,SE0000732,2,knit,2,2,2
img,WOMEN,Dresses,id_00000731,01_1_front.jpg,"knit, cotton, lace","top, dress, sleeveless, shirt, bodycon, sneakers",Black,SE0000733,5,knit,5,2,2
img,WOMEN,Dresses,id_00000731,02_1_front.jpg,"knit, cotton, lace","top, dress, sleeveless, shirt, bodycon, sneakers",Heather grey,SE0000734,5,knit,5,2,2
img,WOMEN,Dresses,id_00000731,03_1_front.jpg,"knit, cotton, lace","top, dress, sleeveless, shirt, bodycon, sneakers",Navy,SE0000735,5,knit,5,2,2
img,WOMEN,Dresses,id_00000731,04_1_front.jpg,"knit, cotton, lace","top, dress, sleeveless, shirt, bodycon, sneakers",Peacock,SE0000736,5,knit,5,2,2
img,WOMEN,Dresses,id_00000731,05_1_front.jpg,"knit, cotton, lace","top, dress, sleeveless, shirt, bodycon, sneakers",Coral,SE0000737,5,knit,5,2,2
img,WOMEN,Dresses,id_00000731,10_1_front.jpg,"knit, cotton, lace","top, dress, sleeveless, shirt, bodycon, sneakers",Red,SE0000738,5,knit,5,2,2
img,WOMEN,Dresses,id_00000731,11_1_front.jpg,"knit, cotton, lace","top, dress, sleeveless, shirt, bodycon, sneakers",Olive,SE0000739,5,knit,5,2,2
img,WOMEN,Dresses,id_00000731,12_1_front.jpg,"knit, cotton, lace","top, dress, sleeveless, shirt, bodycon, sneakers",Plum,SE0000740,5,knit,5,2,2
img,WOMEN,Dresses,id_00000731,13_1_front.jpg,"knit, cotton, lace","top, dress, sleeveless, shirt, bodycon, sneakers",Indigo,SE0000741,5,knit,5,2,2
img,WOMEN,Dresses,id_00000731,14_1_front.jpg,"knit, cotton, lace","top, dress, sleeveless, shirt, bodycon, sneakers",Fuchsia,SE0000742,5,knit,5,2,2
img,MEN,Tees_Tanks,id_00000735,03_1_front.jpg,"knit, cotton","tee, shirt",White-black,SE0000743,2,knit,2,2,2
img,WOMEN,Tees_Tanks,id_00000738,02_1_front.jpg,"knit, cotton",tee,Charcoal-white,SE0000747,2,knit,2,2,2
img,WOMEN,Tees_Tanks,id_00000744,03_1_front.jpg,"knit, rayon",tee,White,SE0000750,2,knit,2,2,2
img,WOMEN,Blouses_Shirts,id_00000751,02_1_front.jpg,"knit, cotton, rayon, nylon, crochet","top, sleeveless",Black-cream,SE0000755,2,knit,2,2,2
img,WOMEN,Blouses_Shirts,id_00000751,03_1_front.jpg,"knit, cotton, rayon, nylon, crochet","top, sleeveless",Cream-cream,SE0000756,2,knit,2,2,2
img,WOMEN,Tees_Tanks,id_00000752,02_1_front.jpg,"knit, cotton, crochet",top,Cream,SE0000757,2,knit,2,2,2
img,WOMEN,Dresses,id_00000753,02_1_front.jpg,"knit, nylon, lace","dress, sleeveless, shorts, maxi, boots, bralette",Black,SE0000758,5,knit,5,2,2
img,WOMEN,Tees_Tanks,id_00000766,01_1_front.jpg,"knit, cotton, modal","top, tee, shirt, crop, cropped",White-black,SE0000766,2,knit,2,2,2
img,MEN,Tees_Tanks,id_00000768,01_1_front.jpg,"knit, cotton, chambray","tee, shirt",Black-cream,SE0000768,2,knit,2,2,2
img,WOMEN,Tees_Tanks,id_00000771,01_1_front.jpg,"knit, rayon, nylon","top, crop, cropped, halter",Black,SE0000770,2,knit,2,2,2
img,WOMEN,Tees_Tanks,id_00000771,02_1_front.jpg,"knit, rayon, nylon","top, crop, cropped, halter",White,SE0000771,2,knit,2,2,2
img,WOMEN,Tees_Tanks,id_00000771,03_1_front.jpg,"knit, rayon, nylon","top, crop, cropped, halter",Red,SE0000772,2,knit,2,2,2
img,WOMEN,Blouses_Shirts,id_00000774,04_1_front.jpg,"knit, cotton, denim, nylon, lace","top, mini",Cream,SE0000773,2,knit,2,2,2
img,WOMEN,Blouses_Shirts,id_00000774,05_1_front.jpg,"knit, cotton, denim, nylon, lace","top, mini",Yellow,SE0000774,2,knit,2,2,2
img,WOMEN,Cardigans,id_00000788,02_1_front.jpg,"knit, denim, acrylic","tee, crop, cardigan, cropped, cutoffs, shawl",Cream,SE0000785,6,knit,6,2,2
img,WOMEN,Dresses,id_00000793,01_1_front.jpg,"knit, cotton, textured","dress, skater",Black-cream,SE0000790,5,knit,5,2,2
img,WOMEN,Tees_Tanks,id_00000798,04_1_front.jpg,"knit, rayon",tank,Black,SE0000795,2,knit,2,2,2
img,WOMEN,Cardigans,id_00000804,02_1_front.jpg,"knit, cotton, acrylic","cardigan, pants, leggings",Olive,SE0000801,6,knit,6,2,2
img,WOMEN,Cardigans,id_00000804,03_1_front.jpg,"knit, cotton, acrylic","cardigan, pants, leggings",Mustard,SE0000802,6,knit,6,2,2
img,WOMEN,Cardigans,id_00000804,04_1_front.jpg,"knit, cotton, acrylic","cardigan, pants, leggings",Rust,SE0000803,6,knit,6,2,2
img,WOMEN,Tees_Tanks,id_00000809,01_1_front.jpg,"knit, cotton","tank, cutoffs",Indigo,SE0000808,2,knit,2,2,2
img,MEN,Shorts,id_00000816,01_1_front.jpg,"knit, cotton","top, shorts",Grey-black,SE0000819,7,knit,7,2,2
img,MEN,Tees_Tanks,id_00000822,01_1_front.jpg,"knit, cotton",tee,Navy-red,SE0000823,2,knit,2,2,2
img,WOMEN,Tees_Tanks,id_00000824,06_1_front.jpg,"knit, cotton, modal",tee,Pink,SE0000825,2,knit,2,2,2
img,WOMEN,Tees_Tanks,id_00000824,08_1_front.jpg,"knit, cotton, modal",tee,Neon yellow,SE0000826,2,knit,2,2,2
img,WOMEN,Tees_Tanks,id_00000829,04_1_front.jpg,"knit, rayon, nylon, lace","top, long-sleeved, skirt, crop, cropped, trousers, skirts, bottoms",Black,SE0000834,2,knit,2,2,2
img,WOMEN,Tees_Tanks,id_00000829,05_1_front.jpg,"knit, rayon, nylon, lace","top, long-sleeved, skirt, crop, cropped, trousers, skirts, bottoms",Taupe,SE0000835,2,knit,2,2,2
img,WOMEN,Tees_Tanks,id_00000829,07_1_front.jpg,"knit, rayon, nylon, lace","top, long-sleeved, skirt, crop, cropped, trousers, skirts, bottoms",Red,SE0000836,2,knit,2,2,2
img,WOMEN,Cardigans,id_00000833,02_1_front.jpg,"knit, cotton",cardigan,Taupe-black,SE0000838,6,knit,6,2,2
img,WOMEN,Cardigans,id_00000845,03_1_front.jpg,"knit, rayon","long-sleeved, cardigan",Heather grey,SE0000852,6,knit,6,2,2
img,WOMEN,Cardigans,id_00000845,04_1_front.jpg,"knit, rayon","long-sleeved, cardigan",Heather navy,SE0000853,6,knit,6,2,2
img,WOMEN,Dresses,id_00000852,04_1_front.jpg,"knit, nylon, lace","dress, bodycon",Taupe-black,SE0000865,5,knit,5,2,2
img,WOMEN,Dresses,id_00000852,05_1_front.jpg,"knit, nylon, lace","dress, bodycon",Burgundy-black,SE0000866,5,knit,5,2,2
img,WOMEN,Cardigans,id_00000853,01_1_front.jpg,"knit, cotton, acrylic, open-knit",cardigan,Black,SE0000867,6,knit,6,2,2
img,WOMEN,Cardigans,id_00000853,02_1_front.jpg,"knit, cotton, acrylic, open-knit",cardigan,Camel,SE0000868,6,knit,6,2,2
img,WOMEN,Cardigans,id_00000853,03_1_front.jpg,"knit, cotton, acrylic, open-knit",cardigan,Burgundy,SE0000869,6,knit,6,2,2
img,MEN,Tees_Tanks,id_00000854,01_1_front.jpg,"knit, cotton, heathered, viscose",tank,Heather grey-white,SE0000870,2,knit,2,2,2
img,WOMEN,Dresses,id_00000864,02_1_front.jpg,"knit, rayon, nylon, lace","top, dress, sleeveless, long-sleeved, bodycon",Red-navy,SE0000877,5,knit,5,2,2
img,WOMEN,Cardigans,id_00000874,02_1_front.jpg,"knit, rayon",cardigan,Black,SE0000883,6,knit,6,2,2
img,WOMEN,Cardigans,id_00000874,04_1_front.jpg,"knit, rayon",cardigan,Taupe,SE0000884,6,knit,6,2,2
img,WOMEN,Dresses,id_00000880,01_1_front.jpg,"knit, cotton","dress, sleeveless, flare",Heather grey-white,SE0000888,5,knit,5,2,2
img,MEN,Sweatshirts_Hoodies,id_00000881,02_1_front.jpg,"knit, cotton","dress, long-sleeved, jeans, hood, hoodie, sneakers",Blue-white,SE0000889,2,knit,2,2,2
img,MEN,Sweatshirts_Hoodies,id_00000881,04_1_front.jpg,"knit, cotton","dress, long-sleeved, jeans, hood, hoodie, sneakers",Burgundy-black,SE0000890,2,knit,2,2,2
img,WOMEN,Tees_Tanks,id_00000884,01_1_front.jpg,"knit, cotton","top, halter",Black-cream,SE0000892,2,knit,2,2,2
img,WOMEN,Tees_Tanks,id_00000889,03_1_front.jpg,"knit, rayon, crochet",top,Red-black,SE0000893,2,knit,2,2,2
img,WOMEN,Cardigans,id_00000895,01_1_front.jpg,"knit, acrylic","long-sleeved, cardigan",Navy,SE0000897,6,knit,6,2,2
img,WOMEN,Cardigans,id_00000895,02_1_front.jpg,"knit, acrylic","long-sleeved, cardigan",Pink,SE0000898,6,knit,6,2,2
img,WOMEN,Tees_Tanks,id_00000897,01_1_front.jpg,"knit, rayon, lace",tee,Cream-black,SE0000900,2,knit,2,2,2
img,WOMEN,Tees_Tanks,id_00000905,01_1_front.jpg,"knit, cotton, modal",tee,White-black,SE0000906,2,knit,2,2,2
img,WOMEN,Tees_Tanks,id_00000907,06_1_front.jpg,"knit, cotton","tee, trousers, mini",Blush-heather grey,SE0000909,2,knit,2,2,2
img,WOMEN,Cardigans,id_00000909,01_1_front.jpg,"knit, acrylic","top, cardigan, shawl",Pink-navy,SE0000910,6,knit,6,2,2
img,WOMEN,Tees_Tanks,id_00000914,01_1_front.jpg,"knit, cotton, denim, modal","tee, skirt, skirts, mini",Black-white,SE0000914,2,knit,2,2,2
img,MEN,Tees_Tanks,id_00000918,01_1_front.jpg,"knit, cotton, leather","tee, jacket, joggers",Black-white,SE0000917,2,knit,2,2,2
img,MEN,Shirts_Polos,id_00000925,01_1_front.jpg,"knit, cotton, chambray",jeans,White-navy,SE0000921,2,knit,2,2,2
img,WOMEN,Tees_Tanks,id_00000936,04_1_front.jpg,"knit, lace","shirt, sweatshirt",Cocoa,SE0000926,2,knit,2,2,2
img,WOMEN,Tees_Tanks,id_00000936,07_1_front.jpg,"knit, lace","shirt, sweatshirt",Wine,SE0000927,2,knit,2,2,2
img,WOMEN,Tees_Tanks,id_00000936,08_1_front.jpg,"knit, lace","shirt, sweatshirt",Dusty blue,SE0000928,2,knit,2,2,2
img,WOMEN,Blouses_Shirts,id_00000943,01_1_front.jpg,"knit, cotton, rayon, nylon, lace, modal",top,Navy,SE0000934,2,knit,2,2,2
img,WOMEN,Blouses_Shirts,id_00000943,02_1_front.jpg,"knit, cotton, rayon, nylon, lace, modal",top,Cream,SE0000935,2,knit,2,2,2
img,MEN,Sweatshirts_Hoodies,id_00000945,01_1_front.jpg,"knit, cotton","dress, shirt, sweatshirt",Black,SE0000936,2,knit,2,2,2
img,MEN,Sweatshirts_Hoodies,id_00000945,03_1_front.jpg,"knit, cotton","dress, shirt, sweatshirt",Heather grey,SE0000937,2,knit,2,2,2
img,MEN,Sweatshirts_Hoodies,id_00000945,04_1_front.jpg,"knit, cotton","dress, shirt, sweatshirt",White,SE0000938,2,knit,2,2,2
img,WOMEN,Tees_Tanks,id_00000960,06_1_front.jpg,"knit, rayon, semi-sheer",tank,Navy,SE0000951,2,knit,2,2,2
img,WOMEN,Tees_Tanks,id_00000960,13_1_front.jpg,"knit, rayon, semi-sheer",tank,Lime,SE0000952,2,knit,2,2,2
img,WOMEN,Tees_Tanks,id_00000961,03_1_front.jpg,"knit, cotton, denim",tee,Dark denim,SE0000953,2,knit,2,2,2
img,WOMEN,Tees_Tanks,id_00000961,04_1_front.jpg,"knit, cotton, denim",tee,Light denim,SE0000954,2,knit,2,2,2
img,WOMEN,Tees_Tanks,id_00000965,01_1_front.jpg,"knit, cotton","tee, sleeveless",Cream-black,SE0000957,2,knit,2,2,2
img,WOMEN,Tees_Tanks,id_00000965,02_1_front.jpg,"knit, cotton","tee, sleeveless",White-black,SE0000958,2,knit,2,2,2
img,WOMEN,Tees_Tanks,id_00000968,06_1_front.jpg,"knit, cotton, rayon, nylon, crochet, linen","top, tee, tees",Blush,SE0000960,2,knit,2,2,2
img,WOMEN,Tees_Tanks,id_00000975,02_1_front.jpg,"knit, lace, modal","tee, shorts",Coral-black,SE0000970,2,knit,2,2,2
img,WOMEN,Tees_Tanks,id_00000979,01_1_front.jpg,"knit, rayon, semi-sheer",cami,Black-white,SE0000973,2,knit,2,2,2
img,WOMEN,Blouses_Shirts,id_00000994,01_1_front.jpg,"knit, cotton, crochet, open-knit","top, crop",Cream,SE0000981,2,knit,2,2,2
img,MEN,Tees_Tanks,id_00001027,01_1_front.jpg,"knit, cotton",tank,Grey-blue,SE0001022,2,knit,2,2,2
img,MEN,Tees_Tanks,id_00001027,03_1_front.jpg,"knit, cotton",tank,Pink-orange,SE0001023,2,knit,2,2,2
img,WOMEN,Tees_Tanks,id_00001028,01_1_front.jpg,"knit, rayon",tee,Grey,SE0001024,2,knit,2,2,2
img,WOMEN,Tees_Tanks,id_00001028,02_1_front.jpg,"knit, rayon",tee,Purple,SE0001025,2,knit,2,2,2
img,MEN,Tees_Tanks,id_00001037,02_1_front.jpg,"knit, cotton",tee,White-black,SE0001033,2,knit,2,2,2
img,WOMEN,Tees_Tanks,id_00001043,01_1_front.jpg,"knit, rayon","top, pants",Black-white,SE0001036,2,knit,2,2,2
img,WOMEN,Tees_Tanks,id_00001044,13_1_front.jpg,"knit, cotton, modal","tee, skirt, cutoffs, skirts",Heather grey,SE0001037,2,knit,2,2,2
img,WOMEN,Tees_Tanks,id_00001044,14_1_front.jpg,"knit, cotton, modal","tee, skirt, cutoffs, skirts",Red,SE0001038,2,knit,2,2,2
img,WOMEN,Tees_Tanks,id_00001044,15_1_front.jpg,"knit, cotton, modal","tee, skirt, cutoffs, skirts",Lime,SE0001039,2,knit,2,2,2
img,WOMEN,Tees_Tanks,id_00001044,16_1_front.jpg,"knit, cotton, modal","tee, skirt, cutoffs, skirts",Azure,SE0001040,2,knit,2,2,2
img,WOMEN,Tees_Tanks,id_00001044,17_1_front.jpg,"knit, cotton, modal","tee, skirt, cutoffs, skirts",Cloud,SE0001041,2,knit,2,2,2
img,WOMEN,Tees_Tanks,id_00001044,18_1_front.jpg,"knit, cotton, modal","tee, skirt, cutoffs, skirts",Light olive,SE0001042,2,knit,2,2,2
img,WOMEN,Tees_Tanks,id_00001049,01_1_front.jpg,"knit, nylon",sleeveless,Black-white,SE0001046,2,knit,2,2,2
img,WOMEN,Dresses,id_00001050,02_1_front.jpg,"knit, rayon","dress, maxi, spaghetti",Black-taupe,SE0001048,5,knit,5,2,2
img,MEN,Tees_Tanks,id_00001059,01_1_front.jpg,"knit, cotton",tee,White-black,SE0001056,2,knit,2,2,2
img,MEN,Tees_Tanks,id_00001059,03_1_front.jpg,"knit, cotton",tee,Black-white,SE0001057,2,knit,2,2,2
img,WOMEN,Tees_Tanks,id_00001071,06_1_front.jpg,"knit, cotton","top, sleeveless, crop",Black,SE0001063,2,knit,2,2,2
img,WOMEN,Tees_Tanks,id_00001071,09_1_front.jpg,"knit, cotton","top, sleeveless, crop",Indigo,SE0001064,2,knit,2,2,2
img,WOMEN,Tees_Tanks,id_00001071,10_1_front.jpg,"knit, cotton","top, sleeveless, crop",Azure,SE0001065,2,knit,2,2,2
img,WOMEN,Tees_Tanks,id_00001071,11_1_front.jpg,"knit, cotton","top, sleeveless, crop",Tangerine,SE0001066,2,knit,2,2,2
img,WOMEN,Tees_Tanks,id_00001071,12_1_front.jpg,"knit, cotton","top, sleeveless, crop",Light heather grey,SE0001067,2,knit,2,2,2
img,WOMEN,Tees_Tanks,id_00001071,15_1_front.jpg,"knit, cotton","top, sleeveless, crop",Light olive,SE0001068,2,knit,2,2,2
img,WOMEN,Tees_Tanks,id_00001071,16_1_front.jpg,"knit, cotton","top, sleeveless, crop",Chestnut,SE0001069,2,knit,2,2,2
img,WOMEN,Tees_Tanks,id_00001071,17_1_front.jpg,"knit, cotton","top, sleeveless, crop",Rose,SE0001070,2,knit,2,2,2
img,WOMEN,Tees_Tanks,id_00001077,01_1_front.jpg,"knit, cotton","top, sweater, crop",Cream,SE0001074,2,knit,2,2,2
img,WOMEN,Blouses_Shirts,id_00001079,04_1_front.jpg,"knit, cotton, rayon, nylon, lace, faux, leather","top, cutoffs",Cream,SE0001075,2,knit,2,2,2
img,WOMEN,Blouses_Shirts,id_00001079,05_1_front.jpg,"knit, cotton, rayon, nylon, lace, faux, leather","top, cutoffs",Green,SE0001076,2,knit,2,2,2
img,WOMEN,Blouses_Shirts,id_00001093,03_1_front.jpg,"knit, cotton","shirt, sweater",Navy-white,SE0001094,2,knit,2,2,2
img,WOMEN,Blouses_Shirts,id_00001093,04_1_front.jpg,"knit, cotton","shirt, sweater",Cream-black,SE0001095,2,knit,2,2,2
img,WOMEN,Tees_Tanks,id_00001113,03_1_front.jpg,"knit, cotton",tee,Black,SE0001116,2,knit,2,2,2
img,WOMEN,Tees_Tanks,id_00001113,04_1_front.jpg,"knit, cotton",tee,Taupe,SE0001117,2,knit,2,2,2
img,WOMEN,Tees_Tanks,id_00001130,01_1_front.jpg,"knit, viscose",tank,Grey-charcoal,SE0001131,2,knit,2,2,2
img,WOMEN,Tees_Tanks,id_00001130,02_1_front.jpg,"knit, viscose",tank,Blue-charcoal,SE0001132,2,knit,2,2,2
img,WOMEN,Blouses_Shirts,id_00001135,04_1_front.jpg,"knit, rayon, nylon, lace","top, skirt, crop, cropped, skirts",Peach,SE0001137,2,knit,2,2,2
img,MEN,Tees_Tanks,id_00001137,01_1_front.jpg,"knit, cotton, denim, heathered","tee, jeans, shirt, joggers",Heather grey-red,SE0001138,2,knit,2,2,2
img,WOMEN,Dresses,id_00001141,01_1_front.jpg,"knit, cotton, faux, leather","dress, flare",Navy-cream,SE0001140,5,knit,5,2,2
img,WOMEN,Dresses,id_00001141,02_1_front.jpg,"knit, cotton, faux, leather","dress, flare",White-black,SE0001141,5,knit,5,2,2
img,WOMEN,Dresses,id_00001148,02_1_front.jpg,"knit, cotton","dress, tee",Medium denim,SE0001143,5,knit,5,2,2
img,MEN,Sweaters,id_00001153,01_1_front.jpg,"knit, cotton, chambray",,Navy-white,SE0001148,2,knit,2,2,2
img,WOMEN,Blouses_Shirts,id_00001165,01_1_front.jpg,"knit, cotton, nylon, crochet",tank,Cream,SE0001156,2,knit,2,2,2
img,WOMEN,Tees_Tanks,id_00001178,02_1_front.jpg,"knit, rayon, denim","top, jeans, crop, trousers",Black-oatmeal,SE0001164,2,knit,2,2,2
img,WOMEN,Cardigans,id_00001190,02_1_front.jpg,"knit, acrylic, textured","tee, cardigan, leggings, tees",Black-grey,SE0001170,6,knit,6,2,2
img,WOMEN,Dresses,id_00001192,07_1_front.jpg,"knit, cotton","dress, cami, skater",Heather grey,SE0001172,5,knit,5,2,2
img,WOMEN,Dresses,id_00001192,10_1_front.jpg,"knit, cotton","dress, cami, skater",Oatmeal,SE0001173,5,knit,5,2,2
img,WOMEN,Dresses,id_00001197,01_1_front.jpg,"knit, rayon","dress, cami",Navy-cream,SE0001179,5,knit,5,2,2
img,WOMEN,Dresses,id_00001204,03_1_front.jpg,"knit, rayon, nylon, lace, semi-sheer","dress, sleeveless, maxi",Cream,SE0001189,5,knit,5,2,2
img,WOMEN,Cardigans,id_00001206,01_1_front.jpg,"knit, cotton, crochet, open-knit",cardigan,Cream,SE0001191,6,knit,6,2,2
img,WOMEN,Tees_Tanks,id_00001212,06_1_front.jpg,"knit, cotton",,Black,SE0001196,2,knit,2,2,2
img,WOMEN,Tees_Tanks,id_00001212,07_1_front.jpg,"knit, cotton",,Heather grey,SE0001197,2,knit,2,2,2
img,WOMEN,Tees_Tanks,id_00001212,08_1_front.jpg,"knit, cotton",,Tan,SE0001198,2,knit,2,2,2
img,WOMEN,Tees_Tanks,id_00001212,10_1_front.jpg,"knit, cotton",,Lavender,SE0001199,2,knit,2,2,2
img,WOMEN,Tees_Tanks,id_00001212,11_1_front.jpg,"knit, cotton",,Light pink,SE0001200,2,knit,2,2,2
img,WOMEN,Tees_Tanks,id_00001212,13_1_front.jpg,"knit, cotton",,Cream,SE0001201,2,knit,2,2,2
img,WOMEN,Tees_Tanks,id_00001212,18_1_front.jpg,"knit, cotton",,Navy,SE0001202,2,knit,2,2,2
img,WOMEN,Tees_Tanks,id_00001212,24_1_front.jpg,"knit, cotton",,Hot pink,SE0001203,2,knit,2,2,2
img,WOMEN,Tees_Tanks,id_00001212,25_1_front.jpg,"knit, cotton",,Lime,SE0001204,2,knit,2,2,2
img,WOMEN,Tees_Tanks,id_00001212,27_1_front.jpg,"knit, cotton",,Ivory,SE0001205,2,knit,2,2,2
img,WOMEN,Tees_Tanks,id_00001212,28_1_front.jpg,"knit, cotton",,Georgia peach,SE0001206,2,knit,2,2,2
img,WOMEN,Tees_Tanks,id_00001212,32_1_front.jpg,"knit, cotton",,Beige,SE0001207,2,knit,2,2,2
img,WOMEN,Tees_Tanks,id_00001212,33_1_front.jpg,"knit, cotton",,Brick,SE0001208,2,knit,2,2,2
img,WOMEN,Tees_Tanks,id_00001212,34_1_front.jpg,"knit, cotton",,Ginger,SE0001209,2,knit,2,2,2
img,WOMEN,Tees_Tanks,id_00001213,02_1_front.jpg,"knit, modal",top,Grey,SE0001210,2,knit,2,2,2
img,MEN,Tees_Tanks,id_00001239,06_1_front.jpg,"knit, cotton","tee, shirt",Black,SE0001235,2,knit,2,2,2
img,MEN,Tees_Tanks,id_00001239,07_1_front.jpg,"knit, cotton","tee, shirt",Cream,SE0001236,2,knit,2,2,2
img,MEN,Tees_Tanks,id_00001239,08_1_front.jpg,"knit, cotton","tee, shirt",Heather grey,SE0001237,2,knit,2,2,2
img,MEN,Tees_Tanks,id_00001239,09_1_front.jpg,"knit, cotton","tee, shirt",Burgundy,SE0001238,2,knit,2,2,2
img,WOMEN,Tees_Tanks,id_00001253,01_1_front.jpg,"knit, cotton","top, skirt, crop, trousers, skirts, pencil, bottoms",Black-white,SE0001247,2,knit,2,2,2
img,WOMEN,Tees_Tanks,id_00001258,02_1_front.jpg,"knit, rayon",tee,Cream-rose,SE0001248,2,knit,2,2,2
img,WOMEN,Tees_Tanks,id_00001260,01_1_front.jpg,"knit, cotton, modal",tee,Peacock-black,SE0001250,2,knit,2,2,2
img,WOMEN,Tees_Tanks,id_00001264,01_1_front.jpg,"knit, crochet, viscose",cami,Navy-multi,SE0001251,2,knit,2,2,2
img,WOMEN,Tees_Tanks,id_00001268,01_1_front.jpg,"knit, cotton",top,Navy-cream,SE0001253,2,knit,2,2,2
img,WOMEN,Tees_Tanks,id_00001268,02_1_front.jpg,"knit, cotton",top,Black-heather grey,SE0001254,2,knit,2,2,2
img,WOMEN,Cardigans,id_00001273,04_1_front.jpg,"knit, cotton, mesh","top, long-sleeved, tank, cardigan, hood",Cream,SE0001258,6,knit,6,2,2
img,WOMEN,Cardigans,id_00001285,02_1_front.jpg,"knit, acrylic","tee, long-sleeved, jeans, cardigan",Olive-cream,SE0001270,6,knit,6,2,2
img,WOMEN,Dresses,id_00001286,03_1_front.jpg,"knit, rayon","dress, sleeveless",Black-white,SE0001271,5,knit,5,2,2
img,WOMEN,Dresses,id_00001286,04_1_front.jpg,"knit, rayon","dress, sleeveless",Olive-cream,SE0001272,5,knit,5,2,2
img,MEN,Pants,id_00001287,02_1_front.jpg,"knit, cotton","top, tee, pants, sweatpants",Gold-brown,SE0001273,7,knit,7,2,2
